Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Total_Floors
06-07-2022,2,10000,800,2,Super Area,Madipakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3
25-06-2022,2,8500,580,3,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
26-06-2022,2,11000,950,1,Super Area,Nandanam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
25-05-2022,1,8000,700,1,Carpet Area,"Nemilichery, Chromepet",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
25-05-2022,2,12000,600,Ground ,Super Area,"Bharathidasan Colony, KK Nagar",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
25-05-2022,1,5000,200,Ground ,Super Area,Mambalam West,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
17-05-2022,1,7000,600,Ground ,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
17-05-2022,2,15000,550,Ground ,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3
25-06-2022,1,10000,600,4,Super Area,Mugalivakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,5
19-05-2022,3,37500,1680,1,Super Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,16
21-06-2022,2,7000,1100,1,Carpet Area,Kayarambedu,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
02-06-2022,1,6500,600,Ground ,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2
25-05-2022,2,16000,820,Ground ,Carpet Area,Purasaiwakkam,Chennai,Semi-Furnished,Family,2,Contact Owner,2
19-05-2022,3,34000,1125,8,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,12
08-07-2022,2,11500,973,4,Carpet Area,Padapai,Chennai,Semi-Furnished,Family,2,Contact Owner,4
18-06-2022,2,15000,780,1,Super Area,"Guindy Race Course, Guindy",Chennai,Furnished,Bachelors/Family,1,Contact Owner,2
13-06-2022,1,8000,400,Ground ,Super Area,Mannivakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
10-07-2022,4,220000,4000,1,Super Area,"Poes Garden, Teynampet",Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,2
17-05-2022,2,22000,1000,2,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,4
17-05-2022,3,85000,3500,Ground ,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,1
18-06-2022,1,6000,350,Ground ,Super Area,Maduravoyal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
03-05-2022,2,14000,800,2,Carpet Area,Choolaimedu High Road,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,2
01-05-2022,2,11500,700,Ground ,Super Area,"Paddy field street,Perambur",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2
06-07-2022,1,6000,550,Ground ,Super Area,"Vimalapuram, Manali",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2
06-07-2022,3,24000,2100,Ground ,Super Area,Nanmangalam,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner,2
08-07-2022,3,32000,1700,2,Super Area,Perumbakkam,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,2
17-05-2022,3,16000,1420,Ground ,Carpet Area,"Rajakipakkam, Sembakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1
08-07-2022,2,13000,950,1,Carpet Area,Duraisamy Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
06-07-2022,2,14000,780,2,Super Area,Pallikaranai,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
23-06-2022,1,7500,800,1,Carpet Area,Jalladian Pet,Chennai,Unfurnished,Bachelors,1,Contact Owner,2
25-05-2022,2,10000,500,2,Super Area,Koyambedu,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,4
29-05-2022,2,18500,1000,25,Super Area,Semmancheri,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,32
10-07-2022,2,12000,750,2,Super Area,Royapettah,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2
22-06-2022,2,17000,1200,2,Carpet Area,Cmbt,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2
19-05-2022,3,35000,1152,10,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,14
25-05-2022,2,9000,843,2,Super Area,Kovur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
06-07-2022,2,13000,900,1,Super Area,Semmancheri,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3
10-07-2022,2,27999,1250,2,Carpet Area,Nandambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,4
13-05-2022,2,11000,650,2,Super Area,Kodambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2
06-07-2022,4,140000,2600,2,Carpet Area,Ranjith Road,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,2
28-04-2022,1,12000,700,Ground ,Super Area,Indra Nagar,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2
22-06-2022,2,13000,720,1,Carpet Area,"Sakthi Nagar, Adambakkam",Chennai,Unfurnished,Family,2,Contact Owner,2
06-07-2022,4,250000,3500,1,Carpet Area,"Poes Garden, Teynampet",Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,4
05-07-2022,4,80000,3000,1,Carpet Area,"Egmore, PH Road",Chennai,Unfurnished,Bachelors,4,Contact Agent,2
10-07-2022,2,22999,1144,1,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,1
19-06-2022,3,36000,1750,1,Carpet Area,Anna Nagar,Chennai,Unfurnished,Bachelors,3,Contact Agent,4
25-05-2022,3,70000,1450,Ground ,Super Area,Madipakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2
18-06-2022,2,12500,590,1,Super Area,Choolaimedu,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2
01-05-2022,2,18000,900,2,Super Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
25-05-2022,2,10000,800,1,Super Area,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
22-06-2022,2,18000,1000,1,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
19-05-2022,3,37000,1650,2,Super Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,14
01-05-2022,2,18000,700,Ground ,Carpet Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1
25-06-2022,3,25000,1280,1,Super Area,"MAHA BUILDERS, SAIMAA CASTLE, VELACHERY",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1
11-06-2022,2,10000,700,Ground ,Super Area,"Zamin Pallavaram, Pallavaram",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2
01-07-2022,2,15000,980,1,Super Area,Purasaiwakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4
22-05-2022,2,15000,900,2,Carpet Area,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
06-07-2022,1,9000,450,1,Super Area,Virugambakkam,Chennai,Unfurnished,Family,1,Contact Owner,1
06-07-2022,2,14000,1200,2,Super Area,Porur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4
06-07-2022,2,8500,650,1,Super Area,Jalladian Pet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
19-05-2022,3,35000,1903,6,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,11
29-06-2022,2,10000,650,2,Super Area,Arcot Road Virugambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
30-05-2022,1,5000,450,2,Carpet Area,Housing Board,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2
10-06-2022,2,23000,900,3,Carpet Area,besant nagar Chennai,Chennai,Unfurnished,Bachelors,2,Contact Owner,5
14-06-2022,2,15000,550,2,Super Area,Ashok Nagar,Chennai,Unfurnished,Family,1,Contact Owner,3
14-06-2022,2,18500,750,Ground ,Super Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
17-05-2022,2,28000,1000,2,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
19-05-2022,3,32000,1050,4,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,12
01-05-2022,1,14000,650,1,Carpet Area,"Mattan Kuppam, Triplicane",Chennai,Furnished,Family,2,Contact Owner,3
02-06-2022,1,7000,400,1,Super Area,Injambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
19-05-2022,3,33000,1075,7,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,12
27-05-2022,3,100000,2000,3,Carpet Area,Alwarpet,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,14
29-05-2022,2,18000,720,4,Super Area,Kasturibai Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
16-06-2022,3,16000,1000,1,Carpet Area,Ponniammanmedu,Chennai,Unfurnished,Bachelors,2,Contact Owner,3
02-05-2022,1,8500,500,Ground ,Super Area,Ayanavaram,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2
25-06-2022,2,10000,900,Ground ,Super Area,Nandivaram-Guduvancheri,Chennai,Furnished,Bachelors/Family,2,Contact Owner,3
15-05-2022,2,13500,900,5,Super Area,"Singaperumal Koil, Tiruchi Chennai Highway",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,7
06-07-2022,2,19000,900,1,Super Area,Kodambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
06-07-2022,1,11500,1000,1,Super Area,Ayappakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2
06-07-2022,3,22000,1300,1,Super Area,Jawahar Nagar,Chennai,Semi-Furnished,Family,3,Contact Owner,3
27-05-2022,3,12000,1383,2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors,3,Contact Owner,4
04-06-2022,2,10000,800,Ground ,Carpet Area,Guduvancheri,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,1
01-05-2022,2,15000,1500,1,Carpet Area,Madambakkam,Chennai,Unfurnished,Bachelors,2,Contact Owner,1
21-06-2022,3,35000,1350,Ground ,Carpet Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,2
06-06-2022,3,70000,2000,3,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent,4
21-06-2022,3,32000,1200,Ground ,Carpet Area,Anna Nagar West Extension,Chennai,Unfurnished,Bachelors,2,Contact Agent,4
14-06-2022,3,35000,1912,1,Carpet Area,Alwarthirunagar,Chennai,Unfurnished,Bachelors,3,Contact Agent,4
10-07-2022,1,10000,500,1,Carpet Area,Old Washermanpet,Chennai,Unfurnished,Bachelors,1,Contact Owner,2
05-06-2022,2,11000,950,1,Super Area,"Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",Chennai,Unfurnished,Bachelors,2,Contact Owner,1
17-05-2022,2,12000,1000,1,Carpet Area,Kolathur,Chennai,Unfurnished,Bachelors,2,Contact Owner,1
06-05-2022,3,40000,1600,11,Carpet Area,Prestige Bellavista,Chennai,Unfurnished,Bachelors,3,Contact Owner,16
16-05-2022,2,8000,900,Ground ,Super Area,Sithalapakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2
16-05-2022,3,20000,1265,1,Super Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
24-05-2022,3,12000,1060,3,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
16-05-2022,2,15000,1050,1,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
10-06-2022,3,27000,1500,2,Carpet Area,Perungudi,Chennai,Unfurnished,Bachelors,3,Contact Agent,4
12-05-2022,2,13000,890,1,Carpet Area,Oliyas Green court,Chennai,Unfurnished,Bachelors,2,Contact Owner,2
10-05-2022,2,9000,700,1,Carpet Area,Keelkattalai,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,2
02-07-2022,3,25000,1146,1,Carpet Area,Chinna Porur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
20-05-2022,1,12000,700,1,Super Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
09-06-2022,2,18000,800,Ground ,Carpet Area,Anna Nagar East,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,2
05-07-2022,2,9500,640,Ground ,Carpet Area,Mogappair West,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
04-06-2022,2,14000,909,5,Super Area,Mahindra World City,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,14
25-06-2022,4,40000,2400,Ground ,Carpet Area,"Palavakkam, E Coast Road",Chennai,Unfurnished,Bachelors,3,Contact Agent,2
25-06-2022,4,70000,3800,Ground ,Carpet Area,Injambakkam,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,1
16-05-2022,2,15000,400,1,Super Area,Periyamet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3
06-05-2022,2,8500,886,2,Super Area,Pallavan Nagar-Thiruverkadu,Chennai,Unfurnished,Family,2,Contact Owner,3
25-05-2022,3,27500,1570,4,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,5
20-05-2022,2,15000,900,1,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2
16-05-2022,1,5000,400,Ground ,Super Area,Medavakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2
16-05-2022,2,26000,1600,Ground ,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
16-05-2022,2,14000,1000,2,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3
12-05-2022,2,20000,850,Ground ,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
06-06-2022,2,12000,750,Ground ,Super Area,Andal Nagar,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3
14-06-2022,2,17000,750,1,Super Area,Kamarajar Salai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2
14-06-2022,3,75000,2000,3,Carpet Area,Deepa Appartment Turnbulls,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,4
20-05-2022,3,19500,1270,1,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,2
28-06-2022,2,10000,2000,1,Carpet Area,Sadhanadhapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
02-07-2022,2,32000,1250,3,Super Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,7
16-05-2022,2,15000,1000,Ground ,Super Area,Velachery,Chennai,Unfurnished,Family,2,Contact Owner,2
10-07-2022,3,28000,1050,5,Carpet Area,Pallavaram,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,10
22-06-2022,2,10677,800,5,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,6
01-07-2022,3,50000,1625,8,Super Area,Old Mahabalipuram Road,Chennai,Furnished,Bachelors/Family,3,Contact Agent,11
17-06-2022,3,32500,1535,1,Super Area,Karapakkam,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent,2
14-05-2022,2,23000,850,1,Carpet Area,Choolaimedu,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
28-06-2022,4,75000,3800,3,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent,10
30-06-2022,4,250000,4500,Ground ,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Family,4,Contact Agent,2
20-05-2022,2,10000,1100,1,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
10-07-2022,3,60000,3200,1,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,5
12-05-2022,2,12000,647,2,Super Area,Moti Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
21-06-2022,3,48000,1798,7,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,14
06-07-2022,3,58000,1700,11,Carpet Area,TNGOS Colony,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,17
12-05-2022,2,14000,930,5,Super Area,Langar Houz,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
30-05-2022,1,7000,150,Ground ,Super Area,Musheerabad,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2
30-04-2022,2,13000,1200,3,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
11-06-2022,2,11000,1250,2,Super Area,poush,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
10-06-2022,2,9500,900,3,Super Area,Chilakalguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
14-05-2022,1,7500,500,2,Super Area,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,3
06-07-2022,2,14000,900,Ground ,Carpet Area,Karmanghat,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,2
14-05-2022,2,16000,1100,2,Super Area,Hyderguda,Hyderabad,Furnished,Family,2,Contact Agent,5
14-05-2022,3,18000,1500,4,Super Area,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,5
10-06-2022,1,8200,500,1,Super Area,Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
24-06-2022,3,12000,1300,1,Carpet Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,4
25-06-2022,1,10000,300,10,Super Area,Attapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,31
16-05-2022,2,13000,800,1,Super Area,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
17-05-2022,3,22000,1400,1,Carpet Area,Aruna Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,6
12-05-2022,1,10500,500,Ground ,Super Area,Kothapet,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,4
12-05-2022,2,11000,750,3,Super Area,Fathenagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5
12-05-2022,3,20000,1200,2,Super Area,"Abids, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4
03-06-2022,3,14000,1350,3,Carpet Area,"Gayatri Hills, Jubilee Hills",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
06-05-2022,2,12500,1400,Ground ,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4
22-06-2022,1,10500,450,3,Super Area,Madhapur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,5
22-06-2022,3,30000,2061,1,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,6
27-06-2022,2,11000,100,2,Super Area,Mehdipatnam,Hyderabad,Furnished,Family,2,Contact Owner,3
26-06-2022,2,9000,1100,2,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
28-05-2022,3,35000,1650,5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Family,3,Contact Owner,5
05-07-2022,3,23382,1500,1,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1
10-06-2022,2,9500,1140,3,Super Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
06-05-2022,2,9000,990,Ground ,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,1
06-05-2022,3,60000,1700,7,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,17
22-06-2022,2,11000,1200,2,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4
22-06-2022,2,11000,850,1,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
22-06-2022,2,11000,900,2,Super Area,Musheerabad,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
12-05-2022,2,8000,800,Ground ,Super Area,Gopanapalli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
17-06-2022,2,9000,1000,1,Super Area,Hydershakote,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2
19-06-2022,2,8000,1020,3,Super Area,Hydershakote,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
25-05-2022,1,5500,300,Ground ,Super Area,Ameenpur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
10-06-2022,2,12000,1800,Ground ,Super Area,"Quthbullapur, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
03-07-2022,3,25000,919,8,Carpet Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,13
31-05-2022,3,23000,25,5,Carpet Area,"Sanath Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,6
16-06-2022,2,12000,1050,1,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
10-05-2022,2,6500,200,Ground ,Carpet Area,Dammaiguda,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,1
25-06-2022,1,9000,450,1,Super Area,Moti Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4
30-04-2022,4,25000,1000,15,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,20
01-07-2022,3,12500,1250,2,Carpet Area,Kompally,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,5
06-07-2022,3,45000,1900,9,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Unfurnished,Bachelors,3,Contact Agent,15
25-05-2022,2,27000,1500,Ground ,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
06-07-2022,3,75000,2395,14,Carpet Area,"Vittal Rao Nagar, Hitech City",Hyderabad,Semi-Furnished,Family,3,Contact Agent,17
18-05-2022,2,9000,1800,1,Super Area,"Basheer Bagh, Hyderabad,",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1
09-06-2022,2,12000,700,3,Carpet Area,BHEL,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
06-07-2022,3,24000,1700,4,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Unfurnished,Family,2,Contact Agent,5
06-05-2022,2,15000,1200,2,Super Area,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,3
05-06-2022,3,24000,1600,3,Carpet Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,5
25-06-2022,2,12000,745,8,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9
26-06-2022,3,27000,2210,4,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3,Contact Owner,5
06-05-2022,3,30000,1450,9,Carpet Area,"Chandanagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,13
29-05-2022,3,20000,1400,3,Super Area,Narayanaguda,Hyderabad,Semi-Furnished,Family,3,Contact Owner,4
29-04-2022,3,22000,2000,Upper Basement ,Carpet Area,A 307 Blossom Heights,Hyderabad,Furnished,Bachelors,3,Contact Owner,3
10-06-2022,4,25000,1815,2,Super Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,5
30-04-2022,2,23000,1000,Upper Basement ,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
24-05-2022,2,12000,1000,3,Super Area,in Maruthi Nagar-Dr A.S. Rao Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
12-05-2022,2,18000,1200,5,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,6
02-06-2022,3,55000,2430,7,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent,9
20-05-2022,1,5000,140,2,Super Area,Malkajgiri,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
05-07-2022,2,13000,1200,2,Super Area,Nacharam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
20-05-2022,2,9000,1100,2,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4
04-06-2022,2,7000,800,1,Carpet Area,"Buddha Nagar Colony, Boduppal",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,3
02-06-2022,3,28000,1500,3,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,5
14-06-2022,2,15000,1200,2,Super Area,Amberpet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
28-06-2022,3,14000,1350,2,Super Area,KTR Colony,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,5
23-05-2022,5,45000,2300,3,Carpet Area,Narayanguda,Hyderabad,Unfurnished,Bachelors,3,Contact Owner,5
22-06-2022,1,12000,1300,2,Super Area,Alwal,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4
12-05-2022,2,12500,1000,3,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
04-06-2022,2,13000,1210,4,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5
16-05-2022,2,9500,1050,2,Super Area,"Bollaram, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
10-07-2022,3,35000,1600,8,Carpet Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,3,Contact Agent,10
30-04-2022,1,4000,300,3,Super Area,in Syed Ali Guda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
12-05-2022,1,8000,300,4,Super Area,"Mallepally, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4
08-07-2022,2,12500,1010,5,Carpet Area,ECIL,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,5
08-07-2022,3,65000,1850,5,Carpet Area,"Patrika Nagar, Hitech City",Hyderabad,Furnished,Bachelors,3,Contact Owner,5
24-06-2022,2,13000,1300,Ground ,Carpet Area,"Ramanthapur, NH 2 2",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,3
